,nickname,text,score,like,dislike,time,watch_movie
3592,김주안(kja1****),"후...  1. 심각한 개연성 부족2. 무슈없애고 연쪼가리로 대체3. 뮬란의 페미화4. 연출, 시나리오 전부 망..중국보이콧 감안하고 최대한 중립적으로 보려고했으나 너무 지루했던 영화.뮬란원작에 대한 애착만 커짐 ㅠ...",1,1,3,2020-09-24 10:02:00,0
3593,kiki****,이시국에 중국 관련 영상 보는사람없제?,1,1,3,2020-09-23 13:07:00,0
3594,섬소년(isle****),이거 평점이 8.29? 알바짓도 적당히 해야지 ㅎㅎㅎ,1,1,3,2020-09-23 11:59:00,0
3595,이경은(susa****),"디즈니광팬이어서 그동안 애니, 실사 모두 챙겨봤는데 이번 논란으로 고민하다가,,요금제멤버십 쓸 겸 무료로  관람했습니다.1도 기대 안하고 봤는데 생각보다 재밌었어요.기존의 디즈니 영화 중 특징인 뮤지컬처럼 노래 부르...",8,1,3,2020-09-22 23:08:00,0
3596,금나와라뚝딱(xq2a****),진짜 기억에 남는 명장면들도 많고 대사 하나하나 깨알이였어요 영화 주는 메세지도 너무 좋아요,10,1,3,2020-09-22 20:44:00,0
3597,지효송(z0rm****),노래도 너무 좋고 기대이상!,10,1,3,2020-09-22 19:54:00,0
3598,꼬꼬(o4ri****),딸램이랑 재밌게 보고왔습니다^^,10,1,3,2020-09-22 18:41:00,0
3599,ongj****,"연출, 노래, 액션 뭐하나 안빠짐. 여론이 안좋지만 무족권 봐야하는 영화!",10,1,3,2020-09-21 21:45:00,0
3600,꿀꾸링(tyt2****),전투 장면 너무 멋있음.. 넋 놓고 본 듯,9,1,3,2020-09-21 18:43:00,0
3601,탑힐(kbsj****),어릴적 보던 뮬란을 커서 실사로 다시 보다니 또 다른 감동이었다,8,1,3,2020-09-21 18:32:00,0
3602,장기범(rvbn****),역시 디즈니 영화는 재밌당.. 무엇보다 아이들이 좋아해서 다행^^,9,1,3,2020-09-21 14:07:00,0
3603,altddd(byey****),스케일은 진짜 좋았고 디즈니답게 재미와 감동 둘다 잡은 영화였습니다,9,1,3,2020-09-21 14:01:00,0
3604,곰더리푸우(teen****),매우 재밌게 봤습니다.ㅎㅎ,10,1,3,2020-09-20 23:40:00,0
3605,Dave_Cody(kara****),"애니메이션 뮬란 아직도 못봤지만, 실사판 뮬란 정말 재밌게 잘 봤네요. 유역비 너무 매력적이네요. Loyal(충성), Brave(용기), True(진실)~ OST 정말 좋아요. 한국어 더빙판은 악뮤 수현이 불렀던데,...",10,1,3,2020-09-20 23:17:00,0
3606,별이(pear****),오랜만에 감동적이고 재미있었던 그리고 멋있고 이뻤던 유역비,10,1,3,2020-09-20 23:10:00,0
3607,al67****,금방보고나옴  나는 알바도 아니고   평점이안좋아 안보려다가  봣는데 딸하고 너무재밋어서 안봣음 큰일날뻔함   너무빠져들었음,10,1,3,2020-09-20 22:31:00,0
3608,사랑의바보(bbr5****),오랜만에 순수한 동심으로 돌아간 기분~~!!,8,1,3,2020-09-20 15:00:00,0
3609,힘내쟈(god2****),알바아니고 정말 재밌게 봤습니다 유역비 엳기도 잘하고 너무 감동적입니다,10,1,3,2020-09-20 14:22:00,0
3610,meil****,재미있네요원작과는 많이 다르긴하지만 볼만합니당,10,1,3,2020-09-20 14:12:00,0
3611,850226(aiyu****),정말  오래만에 좋은 영화 나왔네요,10,1,3,2020-09-20 08:50:00,0
3612,규란학생(kigy****),엄청 재미있고 액션도 멋있어요! 강추!,9,1,3,2020-09-19 23:42:00,0
3613,어쩌라굼(enju****),나만 존나 재밋엇구나 원작 영화를 안봐서 잘 모르겟지만.,9,1,3,2020-09-19 20:39:00,0
3614,여한(ripe****),딸이랑 같이 보러갔는데 즐겁게 잘 봤어요. 유역비 너무 이쁘고..머리 풀고 전장으로 돌아올 때 멋졌어요. 마녀역에도 몰입되었고 중국무술 오랜만에 보니 멋지네요. 감동적이기도 했고...동방불패 생각났어요.,9,1,3,2020-09-19 19:10:00,0
3615,제이나나(cnkg****),고민했지만 보길 잘한 것 같습니다,9,1,3,2020-09-19 11:59:00,0
3616,김동완(pkyh****),,10,1,3,2020-09-19 11:04:00,0
3617,박경태(poet****),스포일러가 포함된 감상평입니다. 감상평 보기,10,1,3,2020-09-19 10:59:00,0
3618,빈(hhbb****),별점 1점도 아까움; 재미 1도 없음 디즈니 개실망ㅋㅋㅋ그냥 중국찬양영화임,1,1,3,2020-09-19 00:59:00,0
3619,박근혜똥꾸멍(ha85****),중국몽 ㅈ같노 디즈니도 중국돈에 잠식 당했노,1,1,3,2020-09-19 00:44:00,0
3620,123(luce****),영화배우하지말고 그냥 홍콩 경찰해 응원한다면서 ㅋㅋ,1,1,3,2020-09-19 00:42:00,0
3621,Louis(hobb****),내 인생 최악의 쓰레기영화 대작을 이정도로 망작만든 감독에게 박수를...,1,1,3,2020-09-18 23:32:00,0
3622,아이랑(thde****),,10,1,3,2020-09-18 23:07:00,0
3623,Devil(bria****),제가 본 쵝의 영화입니다,10,1,3,2020-09-18 22:40:00,0
3624,Pingping(yeju****),말 많은 영화지만 디즈니는 디즈니구나 딱히 지루하지 않고 재밌음원작과 달라서 더 매력이라고 생각함,9,1,3,2020-09-18 20:54:00,0
3625,Aidabelina(slv1****),말도 많고 탈도 많은 영화.. 보는 내내 불편함은 딱히 없었다,8,1,3,2020-09-18 20:44:00,0
3626,김윤설(kwvn****),내가 좋아하는 캐릭터가 안나와서 너무 슬펏어요ㅜㅜ 근데 영화 보니까 생각 안날정도로 재밌더라구요... 무슈미아냉..,8,1,3,2020-09-18 17:21:00,0
3627,Hendar(j1xy****),여자들도 할 수 있다 :d,7,1,3,2020-09-18 11:20:00,0
3628,OST(mybe****),영어 쓰는 중국인이 이상하긴 하다.정치적인 성향을 떠나 유역비는 역시 예쁜 배우다.. 연출과 스토리는 별로 입니다. OST만 가장 매력적인 영화.,6,1,3,2020-09-17 21:46:00,0
3629,함복이(hikk****),만화인줄아는데 나왜감동먹엇지원작 좋아해서 봣는데 유역비도과장되지않는데도 뭔가 감동을자아냇어요내돈내산 오늘후기영화보고 자전거타고지베왓는데가을밤 시원하고 기분좋앗어요,10,1,3,2020-09-17 21:23:00,0
3630,응답하라(ti1e****),너무 옛날에 봐서 스토리 잘 생각 안나서 비교는 못하겠다만 ㅋㅋ 영화 재밌던데?,9,1,3,2020-09-17 19:16:00,0
3631,주식부자(ltli****),OST가 너무 좋잖아ㅠㅠ,8,1,3,2020-09-17 18:42:00,0
3632,타이거(tr2o****),꿀잼 까지는 아니지만 나름 교훈이 있는 영화에요,8,1,3,2020-09-17 18:34:00,0
3633,서울랜드(vnoc****),원작과는 다르지만 재미는 있습니다!,8,1,3,2020-09-17 18:32:00,0
3634,Aguero(olle****),검은 마녀 너무 웃김 호란닮음,10,1,3,2020-09-17 17:46:00,0
3635,태왕(love****),"디즈니 꺼라서 평타는 치는 재미인것 같은데 오늘 다 평점들이 짜네요 ㅋㅋ 실제로 보고 와서 적는 후기이자 애니뮬란을 안본사람 선에서는 역시 재미는 있습니다, 우리나라 좀비영화나 감정몰이 하는 영화 보단 나은것 같네요...",7,1,3,2020-09-17 15:55:00,0
3636,010(0109****),유역비 무술 연기에 큰 감동과 박수를 보냄니다아이들과 큰 감동과 용기주셔서 감사합니다,10,2,4,2020-10-25 11:50:00,0
3637,눈사람(us39****),스포일러가 포함된 감상평입니다. 감상평 보기,10,2,4,2020-10-23 23:46:00,0
3638,도프(boyb****),개인적으론 알라딘 보다 나았음,10,2,4,2020-10-10 22:52:00,0
3639,elix****,기대를 안하고 봤더니 볼만은 했어요 그래도 디즈니 손을 거치니까 화려하기만한 중국 색채가 조금은 세련된 느낌은 있네요 다만 뮬란의 내적 갈등과 본인을 받아들일때 심정이 순간적으로 하지만 잔잔하게 폭발력이 있어야 그게...,7,2,4,2020-09-30 22:50:00,0
3640,princess(davi****),,10,2,4,2020-09-29 15:23:00,0
3641,김상빈(ksb9****),,10,2,4,2020-09-23 17:36:00,0
3642,참살이(pdp2****),재밌던데..ㅎ 영화 자체는 색안경끼고 보면 안될 듯,10,2,4,2020-09-23 13:16:00,0
3643,박수규(jlmo****),생각했던거 보다 그 이상으로 괜찮았던 영화ㅎㅎㅎ,10,2,4,2020-09-23 12:46:00,0
3644,메이쟝(ksiy****),,10,2,4,2020-09-22 17:04:00,0
3645,무한궤도(ktj9****),그럭저럭 볼만합니다. 너무 저평가되는 이유를 모르겠네요. 나름 재밌는데..,10,2,4,2020-09-20 11:49:00,0
3646,rose****,굿뜨였어요^^ 유역비를 위한영화,10,2,4,2020-09-19 10:59:00,0
3647,Rock(jinh****),"재미있게 봤습니다. 영상미, 배우 연기, 연출 등이 탄탄하게 구성됐군요. 역시 디즈니는 참 재미있게 만듭니다..",10,2,4,2020-09-19 10:30:00,0
3648,써니준(mysu****),감동은 생각보다 별로였지만 재미는 있었음. 만화를 좋아해서 영화에서도 Reflection 부르는 줄 알고 엄청 기다렸건만 노래는 안하고. 영화 자체는 재미있었는데 기대했던 감동은 없어 아쉬웠음. 중간중간 나오는 연 ...,8,2,4,2020-09-19 00:49:00,0
3649,닌텐도(olll****),"캐릭터들이 원작보다 더 입체적인 느낌도 있고, 재밌었네요",8,2,4,2020-09-19 00:36:00,0
3650,청블리(benv****),,10,2,4,2020-09-19 00:20:00,0
3651,만두(9696****),"저 절대 알바생 아니고요, 데이트하면서 남자친구랑 보러갔습니다. 개봉하기 전부터 하도 평점이 낮아서 기대 안하고 봐서 그런지는 모르겠는데 생각보다 나름 볼만했고, 액션씬 퀄리티가 높아서 감탄했습니다. 전 재밌게 봤네...",9,2,4,2020-09-17 21:46:00,0
3652,pacinozinonako(jiho****),"""실사화""가 가장 훌룡하게 이뤄진 디즈니 실사 영화.",9,2,4,2020-09-17 17:23:00,0
3653,맛밤(lxki****),확실히 실사라 그런지 더 리얼하고 생동감 넘침,10,2,4,2020-09-17 17:04:00,0
3654,5G갤럭시S20(jsc1****),유역비라서 무조건 본다,10,2,4,2020-09-17 16:56:00,0
3655,bluestar(kwon****),그냥  볼만했다  이정도??,6,2,4,2020-09-17 12:48:00,0
3656,아르케(jang****),무술영화 좋아하는데그래서 뮬란 잘봤네,10,3,5,2020-09-29 23:40:00,0
3657,3130****,시간가는줄 모르고 봤어요~^^  재밌고 유역비 이쁘네요,10,3,5,2020-09-29 12:48:00,0
3658,ko매킨또치(komo****),원작을 모르고 봐서 그런지... 재미있었다. 그냥 여자 주인공이 너무이쁘다 계속 이쁘다..;;;,10,3,5,2020-09-17 16:50:00,0
3659,져니(soll****),전 재밌게봤어요! 화면들이 멋있어요. 보는맛 충분해요!,8,3,5,2020-09-17 13:49:00,0
3660,실버스타(juny****),영상미가 훌륭했고 벽 타는 액션은 정말 짜릿했다.,10,3,5,2020-09-17 13:25:00,0
3661,엄지(umgy****),스포일러가 포함된 감상평입니다. 감상평 보기,10,4,6,2020-09-27 22:55:00,0
3662,김은미(tybw****),"솔직히 영화 자체는 나쁘지 않아요,",8,15,17,2020-09-17 10:48:00,0
3663,dpgh****,,10,0,3,2020-10-22 10:09:00,0
3664,blga****,무난한 중국무협 영화. 후반부 스토리가 조금 엉성한건 감독 역량의 문제인 듯. 그래도 볼거리 많고 시간 금방 감.,9,0,3,2020-10-06 00:33:00,0
3665,재밋네(dizi****),스포함 장쯔이가 범인임 ㅋ,8,0,3,2020-10-04 20:53:00,0
3666,냠냐냠냐(hohw****),유역비는 너무 이뻣고 연기자들 연기는 좋았지만 스토리가 뭔가 부실한 느낌 전체적으로는 괜찮았음,8,0,3,2020-10-02 12:57:00,0
3667,arch****,"대실망, 폭망쀨~~안본 눈 삽니다.",2,0,3,2020-09-28 01:33:00,0
3668,하동권(dgha****),보지마세요. 정말 최악입니다,1,0,3,2020-09-28 01:30:00,0
3669,흐르는강물(skyf****),스토리 구성이 그닥이었어요..,1,0,3,2020-09-28 01:05:00,0
3670,Jcbro(junc****),1점도 아깝다 이걸 영화라고 만드나 중국 자본 들어가면 다 이렇게 되는구만,1,0,3,2020-09-27 19:22:00,0
3671,코코넛(jisu****),뮬란 하... 너무 별로였어요,1,0,3,2020-09-26 23:07:00,0
3672,허브(nto5****),재밌게 봤습니다. 노래 넘 좋아요!,8,0,3,2020-09-25 11:30:00,0
3673,머리아픔(pv34****),액션완전짱짱입니다,9,0,3,2020-09-24 20:08:00,0
3674,떠고뽀고(ukq1****),유역비 너무 예뻐서 감탄하면서 봤어여,9,0,3,2020-09-24 18:29:00,0
3675,이노텝(akfl****),"디즈니역대최악영화, 스토리의탄탄함,잔재미,극적인감동의 효과인 ost가 디즈니의 장점인데 저3개가 하나도없음 , 무슨생각으로 이딴졸작을 만들었는지, ost없는 디즈니 3류무협영화",1,0,3,2020-09-23 22:16:00,0
3676,합격(dhkd****),뮬란 보는애들은 엄마죽음? 다들 쳐 봐놓고서 평점은1ㅋㅋㅋ,1,0,3,2020-09-23 22:13:00,0
3677,옹옹(rosk****),내 물란 돌리도..너무 실망이 컸다,1,0,3,2020-09-23 17:08:00,0
3678,유니콘스(enda****),와 이 영화 한국에서의 평점이 8점이 넘는다고?우리나라 인터넷 여론에 나는 개인이오들이 얼마나 많은지 그 증거가 아닐까?중국의 인터넷 공작 막을 방법을 생각해 보일때다,1,0,3,2020-09-23 12:14:00,0
3679,돌리(zeni****),위대한 여성에서 별볼일없는 히어로로 전락한 뮬란을 보고 있자니 가슴이 아플따름.. pc란게 이렇게 무섭습니다.. 인어공주는 확실히 거르게 해줘서 고맙다고 해야하나..,1,0,3,2020-09-23 10:49:00,0
3680,비공개(seon****),홍콩 탄압을 응호한 사람의 영화를 쳐보다니 미개한 것들,2,0,3,2020-09-23 10:47:00,0
3681,iop4****,존잼임,10,0,3,2020-09-21 22:58:00,0
3682,윤민(yunm****),,10,0,3,2020-09-21 22:10:00,0
3683,chaebin(chae****),진짜 재밌어요ㅠ디즈니팬인데 너무 좋았습니다,10,0,3,2020-09-21 22:06:00,0
3684,bae0****,뮬란은 시진핑의 딸이었다... 뮬란아빠 시진핑인줄..,10,0,3,2020-09-21 22:05:00,0
3685,taim****,기대 안했는데 괜찮은 영화,10,0,3,2020-09-21 22:01:00,0
3686,anon****,내 기준에서는 볼만했음. 물론 정치적색은 배제하고.. 영상미..중뽕이야 신경안썼음.점수보정,9,0,3,2020-09-21 19:42:00,0
3687,모과하나(mabu****),충성 용기 진실 효재밌게 잘 보았음,10,0,3,2020-09-21 19:03:00,0
3688,alffff(ihoo****),걱정했으나 예상보다 괜찮았어요,7,0,3,2020-09-21 18:42:00,0
3689,에비앙(sc3v****),똑똑하고 씩씩하고 예쁜 뮬란!!,8,0,3,2020-09-21 18:37:00,0
3690,일이삼사오(fyvo****),영상과 액션 만큼은 좋았습니다~,8,0,3,2020-09-21 18:35:00,0
3691,골드클래스(pgkq****),특별관에서 보면 더 재밌을듯,7,0,3,2020-09-21 18:29:00,0
3692,Asnan(vs2z****),말이 많아서 걱정했는데 괜한 걱정이였네..ㅋㅋ 디즈니 영화들은 다 재밌는듯,9,0,3,2020-09-21 18:27:00,0
3693,엄마야(oqjr****),"원작과는 좀 다르긴해도 영상미나 생동감, 액션 만으로도 충분히 볼만했다",8,0,3,2020-09-21 18:26:00,0
3694,시골인(ello****),영화에서 뭘 바라는지..? 그냥 재밌음되지 웬 짱개타령은...돈 아깝지 않고 스케일 크고 추석때 가족 오락영화로 좋아요,9,0,3,2020-09-21 17:03:00,0
3695,seo(seoy****),,10,0,3,2020-09-20 23:48:00,0
3696,김슨생(mang****),재밌었어요 애니메이션보다 재미없을줄 알았는데 생각보다 좋았어요,10,0,3,2020-09-20 23:13:00,0
3697,이가영(lky0****),,10,0,3,2020-09-20 23:00:00,0
3698,발발지인(jiin****),평이 안좋기에 좀 그랬는데막상보니 매우 재밌었습니다.어머니랑 같이 봤는데 어머니도 재밌다고 난리셨습니다ㅋ ㅋ ㅋ저는 디즈니의 광팬이라 너무나도 기대한 작품이였는데요 무슈와 복동이가 없어 아쉽긴 하지만정말 너무 재밌었...,10,0,3,2020-09-20 22:42:00,0
3699,Beansbins(seve****),유역비 멋져오 재밋습니다,10,0,3,2020-09-20 22:39:00,0
3700,김희철(kimk****),,10,0,3,2020-09-20 22:03:00,0
3701,erin****,"ost말할것도 없고요, 디즈니 최고의 영화입니다.꼭 보세요!",10,0,3,2020-09-20 21:59:00,0
3702,조상민(chos****),나는 화 뮬란을 믿습니다.,10,0,3,2020-09-20 19:40:00,0
3703,솜인원(mw2e****),뮬란 실사 그 자체만으로도 만족스럽다~,9,0,3,2020-09-20 19:02:00,0
3704,너(pete****),디즈니야 위안이 그리도 달더냐 아무리 달아도 꽤나 재미있게봤던 뮬란을 이따구로 만들수가있냐,1,0,3,2020-09-20 18:51:00,0
3705,정다은(vhir****),특별관에서 보면 더 재밋을것 같당ㅋㅋㅋ,8,0,3,2020-09-20 18:11:00,0
3706,유후(y3wn****),걱정이 많았던 영화인데 욕할 정도로 못만든건 아니더라구요 그냥 디즈니 영화 그 자체였습니다ㅎㅎ,9,0,3,2020-09-20 18:08:00,0
3707,하이롱(f0hi****),설산 전투씬을 실사로 볼 수 잇다니 너무 멋졌습니다,10,0,3,2020-09-20 17:38:00,0
3708,101동(a2t3****),무슈와 함께하는 여정은 없어서 아쉬웠지만 뮬란의 인생을 들여다 볼 수 있었다,9,0,3,2020-09-20 17:36:00,0
3709,iami****,아주 재미지구만 왜 평이 인색하지,10,0,3,2020-09-20 17:34:00,0
3710,준서우승(junm****),스포일러가 포함된 감상평입니다. 감상평 보기,10,0,3,2020-09-20 16:34:00,0
3711,jeon****,유역비 머리 흩날릴때부터~~~,10,0,3,2020-09-20 16:00:00,0
3712,ZZ(cuag****),큰 기대없이 봤는데 재밌었어요,8,0,3,2020-09-20 15:01:00,0
3713,UK17(doos****),완벽 그자체 너무 재밌었어요 눈을 못떼요 ㅜㅜ,10,0,3,2020-09-20 13:47:00,0
3714,우우해(kmd8****),원작에 비교하면 실례지만 영화 나름대로는 나쁘지 않았어요,8,0,3,2020-09-20 13:33:00,0
3715,범수르(wg3r****),뮬란 정체 밝혀졌을때 괜히 내가 다 긴장되고ㅋㅋㅋ무슈가 없는건 최대 흠이지만 다른 새로운 캐릭터들이 어느정도 살려낸듯,9,0,3,2020-09-20 12:56:00,0
3716,wngm****,난 재밌던데..기대안하고가서 그런가,10,0,3,2020-09-20 11:24:00,0
3717,Rachel(joow****),,10,0,3,2020-09-20 03:07:00,0
3718,허니베이비(cher****),,10,0,3,2020-09-19 22:13:00,0
3719,예샛별(choi****),정치적인것 빼고  영화로만 평가하면  잼있게봤어요ㆍ스케일도크고 대작이예요ㆍ다만 뮬란역에 유역비가  여리여리해서너무 나약해보여 조금 아쉽!,9,0,3,2020-09-19 21:44:00,0
3720,김명수(muau****),"원작보다 환타지 느낌이 강합니다. 디즈니느낌에 무협영화,, 대체적으로 볼만합니다",8,0,3,2020-09-19 20:53:00,0
3721,비넷(mmv5****),22년만에 실사로 보는 뮬란은 또 다른 느낌ㅋㅋ 좋은데?,9,0,3,2020-09-19 20:36:00,0
3722,콩콩(owda****),지루할 틈 없는 스케일에 눈을 못떼고 보고왔어요,8,0,3,2020-09-19 20:35:00,0
3723,알콩이(a978****),재미있어요 볼만해요^^,10,0,3,2020-09-19 18:59:00,0
3724,사이(1424****),내용은 좋았다 액션도 좋았음,10,0,3,2020-09-19 18:51:00,0
3725,무베이스(char****),너무 괜찬은작품..어느정도의 감동도 있고 액션도 볼만하고...,9,0,3,2020-09-19 17:50:00,0
3726,오늘도행복해(jsy6****),오리지널 음악이  잠깐 딱  두번 나온게  너무 아쉬웠지만.와~다 아는 내용임에도  너무너무 잼나고  감동적이고  뭐라 할말이 없을만큼 군더더기 없이 잘 만든 영화....알라딘같은 감동..너무 오랜만이다....너무 ...,10,0,3,2020-09-19 16:16:00,0
3727,별동별(alsk****),실제 동화의 뮬란은 없음 중국느낌이 낭낭함 머릿속에 성차별있는 사람들 반성하면좋은영화,10,0,3,2020-09-19 16:05:00,0
3728,vv(jiww****),????,10,0,3,2020-09-19 16:04:00,0
3729,브랜뉴즈(ygkp****),,10,0,3,2020-09-19 16:01:00,0
3730,형통이(no1a****),재미 감동 교훈 다있었어요 ^^,10,0,3,2020-09-19 15:56:00,0
3731,좋아(pear****),뮤지컬이 아예 없네요 작년에 본 알라딘 실사 느낌 1도 없어요 ㅜㅜ  중국 무협 분위기나고 볼만해요,8,0,3,2020-09-19 14:00:00,0
3732,정혜연(hych****),"온가족이 가서 보기 좋을 것 같다. 눈살 찌푸릴만한 장면이 하나도 없고 영상미도 아름답고 메세지도 좋아서 아이들이랑 보면 너무 좋을 것 같다. 어른이라면 약간 밋밋할 수는 있는데 그래도 배우들 연기랑 아름다운 영상,...",8,0,3,2020-09-19 12:40:00,0
3733,잼잼(jamy****),정치적인 논란을 넘어 영화로서 재미가 없다. 유역비의 매력도 영화에서는 떨어진다. 서양인들이 동양환타지로 바라보는 재미만 남아있을듯하다. 역사적으로는 몽골족들이 얼마나 무서운 전투력이었는지 알게 해준다.,5,0,3,2020-09-19 12:26:00,0
3734,해시태그(qgpd****),뮬란 먼내용인지도 모르고 본건데 잼뜨라? 원작도 볼래,9,0,3,2020-09-18 21:40:00,0
3735,휴대폰액정맛(dkdl****),너무 나쁘지는 않은 거 같은데...,10,0,3,2020-09-18 21:26:00,0
3736,써드임팩트(rdj_****),충분히 즐길수있을정도고 배우들연기도 잘어울린다. 솔직히 보기전에는 유역비 안어울린다고 걱정하면서 봤는데 끝나고 포스터받으러 갔음,10,0,3,2020-09-18 20:29:00,0
3737,시간의우상(vmhl****),눈요깃 거리도 많고 즐거운 시간이었습니다,8,0,3,2020-09-18 20:29:00,0
3738,김세희(qaz0****),,10,0,3,2020-09-18 19:49:00,0
3739,조덕현(whej****),,10,0,3,2020-09-18 19:36:00,0
3740,즐거움(ksch****),,10,0,3,2020-09-18 19:33:00,0
3741,천사(eve_****),도대체뭘기대하는거지..  만화원작이 다말이안되지...나는재미있게 봤습니다,8,0,3,2020-09-18 18:42:00,0
3742,고지영(lbfc****),황궁 스케일 진짜 미쳣다 ㅋㅋ,8,0,3,2020-09-18 18:26:00,0
3743,cjh1****,영상 재미 굿굿굿!!!??????나만 당할순 없지,10,0,3,2020-09-18 16:39:00,0
3744,피노키오(fing****),스토리는 살짝 엉성하지만 재미있게 잘 보았어요. 황궁에서의 무술신 짱 멋있어요. 여주인공도 연기를 깔끔하게  해주셨어요.,10,0,3,2020-09-18 16:10:00,0
3745,굿바이(6csq****),중국과 한국의 유교사상이 비슷해서인지 동질감 느끼면서 보게된다,9,0,3,2020-09-18 16:08:00,0
3746,길수니(kpza****),"뮬란 역할 너무 잘어울렸어요, 매력적인",7,0,3,2020-09-18 16:07:00,0
3747,삼촌떡뽁이(zlxm****),난 원래 단순하 사람이라 내눈에만 재밋으면됨,10,0,3,2020-09-18 16:07:00,0
3748,sky1****,저는 개인적으로 넘나 재밌게 봤음,10,0,3,2020-09-18 16:04:00,0
3749,럭키소여(varb****),"실화 영화도 아니고 원작을 따라가야한다는건 쓸데 없는 고집인것 같다.. 영화는 영화일뿐.. 애니메이션 뮬란도, 영화 뮬란도 나에겐 최고의 감동이다!",10,0,3,2020-09-18 15:00:00,0
3750,유호(pass****),영상이 아름답네요 ~~~,10,0,3,2020-09-18 14:53:00,0
3751,야마모토(vxl4****),뮬란의 멋진 용기는 높이 살만하다,7,0,3,2020-09-18 11:43:00,0
3752,대리운전(ngai****),액션 멋있었어요! 오랜만에 동양 액션 ㅎ,9,0,3,2020-09-18 10:31:00,0
3753,빼꼼(8pzs****),전 넘 맘에 들었어요,9,0,3,2020-09-18 10:22:00,0
3754,다이어트공주(h3wz****),실사만의 매력을 잘 살렸네요,8,0,3,2020-09-18 10:21:00,0
3755,ajs8****,영화 자체는 잼 있더만. . .,8,0,3,2020-09-18 09:50:00,0
3756,hi(yxq1****),기대없이 봐서그런가요? 넘 재밋었어요,9,0,3,2020-09-18 00:20:00,0
3757,마루(zz35****),,10,0,3,2020-09-18 00:01:00,0
3758,강우혁(hyuk****),"많은 논란 속의 영화지만, 원작을 안 본 사람으로서 그리고 그냥 영화보는 것을 즐기는 사람으로서 남기는 후기입니다. 개인적으로 올해 들어 본 영화중에 몇 안되는 완성도 있는 작품이라 생각합니다. 영상미도 좋았고 원작...",8,0,3,2020-09-17 22:10:00,0
3759,트둥(kf7m****),그럴싸한 대표곡이 없는게 아쉬워요. 그래도 전체적으로 재밋게 본것 같네요,7,0,3,2020-09-17 21:59:00,0
3760,동키호테(zdte****),유역비 행실은 잘못됬지만 확실히 매력적이긴하다..,7,0,3,2020-09-17 21:59:00,0
3761,김미소(gwl1****),돈이 아깝지는 않았다,6,0,3,2020-09-17 21:52:00,0
3762,뮤직타임(oklq****),넘 재밌게 보고왔어요,9,0,3,2020-09-17 21:50:00,0
3763,리쟈뎅드(xbgn****),재밋어여 재밋어여 재밋어여ㅋ,9,0,3,2020-09-17 21:25:00,0
3764,누구냐(kimy****),"무난하게 볼수있는영화입니다! 적절한 감동,억지 눈물 없고, 오글거리지만액션도 재밌어요!",10,0,3,2020-09-17 21:11:00,0
3765,daily2020(robo****),애니메이션 퀄리티보단 떨어져도 논란에 비해선 그럭저럭 볼만한 실사판 영화,8,0,3,2020-09-17 21:05:00,0
3766,종이껑(zpap****),,9,0,3,2020-09-17 21:05:00,0
3767,현우와(dlag****),스토리와 각본은  기대이하지만 볼만하고요 reflection 아는 사람은 보면 소름돋고 죽음,8,0,3,2020-09-17 21:04:00,0
3768,빛사이로 막가(gyuc****),"배우의 연기력도 준수하지만, 작품이 연출이 깔끔하고 감동도 있었다",8,0,3,2020-09-17 20:39:00,0
3769,JYUN(dgos****),넘 좋아하는 애니인지라 보러갈수밖에 없엇어여ㅠㅠ,8,0,3,2020-09-17 20:24:00,0
3770,당근이지(jmf2****),뮤지컬 적인 요소가 빠져서 안보려했는데 스토리로 잘 살려낸것 같다,9,0,3,2020-09-17 20:02:00,0
3771,현현늘(erv7****),지붕위를 뛰어나는 뮬란 넘 멋졌어요,9,0,3,2020-09-17 19:37:00,0
3772,강금숙(j5fr****),리플렉션 진짜 감성 터짐ㅠ0ㅠ 이거라도 살려냈다,8,0,3,2020-09-17 19:35:00,0
3773,다보여with키다리푸우(yo2h****),말많은 영화~!! 화려한 영상과 액션~! 시간때우기용~ㅋㅋㅋ,8,0,3,2020-09-17 19:34:00,0
3774,김반장(anni****),아쉬운 부분도 몇 군데 있어서 왜?? 라는 의문이 들어 흐름이 좀 끊겼던 점도 있었습니다만 전체적으로 멋진 영화였습니다. 사회의 압박 편견을 이겨낸 뮬란의 성장스토리 그게 영화의 포인트입니다애니를 본지는 꽤 오래 됬...,8,0,3,2020-09-17 19:15:00,0
3775,kamza(gamz****),역시 리플랙션 노래 개좋아,10,0,3,2020-09-17 19:08:00,0
3776,서재원(hlo7****),주인공의 성장과정을 잘 표현한 성장 드라마 같달까요? 원작은 안봐서 몰것넹?,9,0,3,2020-09-17 18:47:00,0
3777,Gates1023(bill****),재밌게 봤습니다 유역비 왜이리 예쁘냐,8,0,3,2020-09-17 18:09:00,0
3778,신성주(tjsr****),스포일러가 포함된 감상평입니다. 감상평 보기,10,1,4,2020-10-12 22:46:00,0
3779,김진성(coco****),평이 별로 기대 안했는데 그래서 더빙으로 보았다..생각보다 많이 재미 있어 다시보고 싶으나 영어버젼은 별로였다,10,1,4,2020-10-11 09:00:00,0
3780,시작해봐(hapj****),성장과정을 더 살렸어야영웅적인 액션이 매끄럽게이어지지않나 생각된다그럼에도 12세이상 관람가라는 점과웅장한 배경을 잘 살린점에높은 점수를 주고싶다,8,1,4,2020-09-27 13:56:00,0
