,nickname,text,score,like,dislike,time,watch_movie
0,다람다람(kky0****),"원작을 뛰어넘는 작품은 없다지만 굳이 끼워넣은 인위적인 설정과 무미건조한 주인공의 표정, 고증없이 나열된 영화 속 동양의 세계에 실망스러웠습니다.  심지어 영화를 관통하는 큰 가치가 악역 보리 칸에게도 존재해 이 사...",6,765,193,2020-09-17 20:14:00,관람객
1,Ataraxia(jisa****),킬링타임용 영상미는 좋으나 스토리등 유치하고 별로 원작보다노잼임,4,551,81,2020-09-18 01:33:00,관람객
2,Vinn(kyoo****),일단... 디지스타일의 애니메이션은 노래와 시대적 센스를 반영해서 재구성한 작품으로 호불호가 갈림에도 역시 디즈니!! 답다라는 평을 주는데... 이건.. 그냥 진지한 중국 무협영화를 영어로 보는 느낌? 스토리야 디즈...,1,434,38,2020-09-19 02:31:00,관람객
3,ghks****,이걸 한번 볼바엔 반도를 10번 보겠습니다,1,450,57,2020-09-17 12:43:00,0
4,calm****,별 로 재 미 없 습 니 다 ; ; ;,6,393,62,2020-09-18 14:54:00,관람객
5,하이그라운드(josh****),"유역비가 홍콩 진압하는 경창들 응원하는 포스트햇던데 그 사람이 나오는영화 보는놈들은 중국지지하냐? 그리고, 디즈니는 스타워즈에 되도않는 PC를 쳐넣드만 중국에 휘말려서 뭔 홍콩, 대만 무시하는 배우를 넣지 않나, 인...",1,361,40,2020-09-17 12:48:00,0
6,조가현(cind****),10점 뭐냐? 댓글 알바임? 디즈니한테 실망함. (출연진은 제대로 뽑자.),1,321,30,2020-09-17 12:21:00,0
7,alle****,스포일러가 포함된 감상평입니다. 감상평 보기,3,323,34,2020-09-18 17:29:00,관람객
8,Hhyelim(manj****),기대는 안했지만 더 기대이하였어요 7세이상 관람으로 해도 될 것같아요,2,289,28,2020-09-19 17:37:00,관람객
9,선정(unde****),음..디즈니..정말 실망입니다.,1,249,18,2020-09-17 14:31:00,0
10,구예은(sjo5****),스포일러가 포함된 감상평입니다. 감상평 보기,2,219,34,2020-09-19 00:51:00,관람객
11,토이스토리(gpff****),디즈니..넘 실망....어떻게 그럴수있니,1,190,21,2020-09-17 13:15:00,0
12,반찬우(banc****),영화에 짜장이 묻으면 이 꼴 나는구나 ㅋ,1,175,20,2020-09-17 10:09:00,0
13,현욱(unti****),내 어린시절 뮬란을 이렇게 망치지마,1,161,7,2020-09-17 14:31:00,0
14,포지트론(inhy****),중국이 싫다고 1점 주지는 맙시다. 저는 이 영화가 싫어서 1점 줍니다.,1,162,8,2020-09-17 12:24:00,0
15,JJ TRADING(jjtd****),기대도 안했는데 기대이하였음 디즈니에 개실망,2,174,30,2020-09-19 23:48:00,관람객
16,ys(cysp****),돈으로 헐리우드를 샀지만 관객마음은 못사지,1,154,11,2020-09-17 12:30:00,0
17,므두셀라(hone****),개봉하기전에 이미 봤다...ㅋㅋㅋㅋ견자단하고 이연걸 아깝다... 여기 왜 출연했어..,2,141,16,2020-09-17 11:27:00,0
18,올마이티히터(stap****),이번만큼은 동의 합니다. 찌꺼기라는 평론가의 평점을..,4,128,7,2020-09-17 13:55:00,0
19,kang****,이번 영화는 그저 유역비를 보고싶어하는 이들을 위한 팬심 영화인듯 이거 보지 마시고 예고편이 더 재밌어요,4,135,24,2020-09-19 15:32:00,관람객
20,sunwook(plps****),21세기 희대의 망작. 디즈니 주주로써 화가 치밀어 오른다,1,117,12,2020-09-17 13:41:00,0
21,phj8****,중국물 찜찜함에도 팬심으로 봤다가 원작파괴에 재미까지 없어버리니 홍콩에 대한 미안한 감정만 남았다,1,116,20,2020-09-17 10:23:00,0
22,쿵(good****),- 한줄평 -짱깨가 짱개한 영화,1,109,16,2020-09-17 10:32:00,0
23,제로섹션(dktm****),미국영화계가 중국자본으로 춤을 추니 모든 영화가 중국스럽구나. 짜증난다.디즈니는 디즈니 답게.,1,118,32,2020-09-17 11:09:00,0
24,똥깡(yoon****),FREE HONGKONG,1,85,6,2020-09-17 14:39:00,0
25,느와르(igel****),진짜 올해 최악의 영화. 전 배우들의 발연기에 개연성 없는 스토리가 산으로 가고 전개가 매우 빠르며 뜬금없는 개과천선 모든 면에서 최악이다. 액션? 특유의 그 중국식 수도사들이 쓰는 액션들이라 퇴보됨. 이거 볼 시간...,1,116,38,2020-09-17 11:01:00,0
26,pretty(ok12****),애니메이션 !  스토리개연성 넘 떨어짐,2,87,11,2020-09-22 23:21:00,관람객
27,eart****,디즈니는 왜 명작 애니메이션들을 실사로 망치는가. 21세기 디즈니의 퇴화를 보여주는 작품이 될듯.,1,117,44,2020-09-17 09:01:00,0
28,파루스(shon****),... 노답 ㅠㅠㅠㅠ 돈 아까워..,1,80,10,2020-09-17 13:14:00,0
29,haya(junh****),와 진짜 미침 모든 면에서 수준이하라 디즈니라고 믿기지 않을 정도 단점 밖에 없어서 오히려 단점이 없는 영화,1,71,6,2020-09-17 14:14:00,0
30,nwlflqnn(chle****),탄압과 차별에 대해 다룬 영화를 위구르 살해현장에서 찍은 것도 어이없고 홍콩 민주화 운동에 중국에 지배당하라고 발언한 애가 뮬란역? ㅋㅋㅋ 아이러니하네,1,65,7,2020-09-17 13:28:00,0
31,마이(rpan****),개똥같은 영화   진짜 재미가 1도 없네   1점도 아깝다,1,70,13,2020-09-17 12:07:00,0
32,우와앙(junn****),개봉 전부터 말 많더니 결과물 보니 정말 최악이었습니다... 원작 애니에 있었던 주요 캐릭터를 그렇게 다 빼버리고 왠 무엽액션영활 만들어놓고는... 쓸데없는 설정만 잔뜩 집어넣고... 이거볼바엔 차라리 원작애니를 한...,2,60,5,2020-09-17 11:56:00,0
33,비젼인테리어(visi****),굳이 보이콧을 안해도ㅋㅋㅋ 알아서 조용히 사라질듯ㅎㅎㅎ 먼저 디즈니+에서 개봉한 이유가 있었네ㅎㅎㅎ,1,80,28,2020-09-17 10:39:00,0
34,dkagoddjtk(anst****),free hong kong 이라 적은 평점에 비추 테러하는 놈들은 다 짱깨가 누른걸로 봐도 무방하지? ㅋㅋ,1,55,4,2020-09-17 15:45:00,0
35,테란(dark****),스포일러가 포함된 감상평입니다. 감상평 보기,1,52,5,2020-09-17 13:39:00,0
36,saij****,도데체 볼거리와 영상미는 어디서찾아야되는가...제작비는 어디에쓰였는지..무협영화로 탈바꿈해버려서 원작의 깊이를 전혀한발짝도 따라가지못한 최악의 실사영화임.이연걸 견자단을 병풍으로만들고 눈사태나 전쟁장면또한 과거 엠비...,2,48,2,2020-09-17 14:23:00,0
37,강한별(hanb****),원작이 웁니다ㅠㅠ,1,50,4,2020-09-20 14:54:00,관람객
38,ndjbs(wnsg****),스포일러가 포함된 감상평입니다. 감상평 보기,3,48,5,2020-09-17 14:30:00,0
39,안드로맨(tair****),이런 쓰레기를 돈주고 영화관가서 보는 사람이 있다니 쯧...,1,51,8,2020-09-17 13:33:00,0
40,michael(bgww****),이딴걸 영화라고 만들고 있냐?!관람 시간을 보상받고싶단 생각이 들정도로개노잼'디 워'도 이것보단 재밌었다,1,51,12,2020-09-17 12:17:00,0
41,joo(joon****),진짜 너무 별로 였다 중국...,1,41,3,2020-09-17 14:15:00,0
42,탄누렁지(m244****),이게 진짜 디즈니에서 만든게 맞음?..이름만 뮬란인거 아님?,2,49,11,2020-09-17 13:15:00,0
43,니얼굴짱구원장(ebe2****),스포일러가 포함된 감상평입니다. 감상평 보기,2,50,12,2020-09-17 09:47:00,0
44,제이슨(csi5****),"이상한 이유: 명품 ost 전부 버림, 감초 조연 다 버림, 억지스런 페미주의 전개, 저질 수준 낮은 액션씬;;  진짜 실망",1,57,19,2020-09-17 09:56:00,0
45,VIVID(flig****),"중국 공산당편에 서서 홍콩경찰을 응원한 뮬란역의 유역비, 신장 공안국에 감사를 표한 노답 디즈니 SHAME ON YOU!! boycottmulan#nochina#freehongkong#freeuighur#freeti...",1,42,6,2020-09-17 12:52:00,0
46,박세은(psei****),배우논란 이런거 다 배제하고 영화만 평가했음.평소 중드+무협물 보는거 좋아하는데 뮬란은 ㄹㅇ 10년 전 중국무협영화 보는 기분이었음...메이크업 의상도 촌스럽고(오리엔탈리즘 끝판왕) 내용도 이게 뭔지 모르겠고...액...,3,40,6,2020-09-17 12:25:00,0
47,오중정(jjoh****),"참나.. 내가 제일 좋아하는 디즈니 프린세스 (뮬란도 포함임) 망쳤네,,ㅎ",4,47,13,2020-09-17 09:19:00,0
48,Inuit Boy(sh_h****),무료로 OCN에서 보세요.,2,36,3,2020-10-04 16:36:00,관람객
49,뇨뇨냐냐(hyun****),디즈니를 욕보이다니...,2,36,3,2020-09-17 14:25:00,0
50,미스터김(mbom****),재미리얼 없습니다...,2,38,5,2020-09-30 20:29:00,관람객
51,beautiful1234(cid9****),스포일러가 포함된 감상평입니다. 감상평 보기,6,37,5,2020-09-22 22:14:00,관람객
52,mmi(mmin****),원작이나 봐야지...,1,33,2,2020-09-17 13:56:00,0
53,min(tjwj****),"디즈니 애니메이션 중 뮬란을 가장 좋아하고, 어린시절 뮬란을 수십 번 보며 성장한 제 기준에서는 엄청난 졸작입니다. 수호신 무슈와 귀뚜라미 등 매력적인 서브 캐릭터의 부재에, 디즈니 영화 매력의 정점인 ost도 모두...",2,33,2,2020-09-17 13:50:00,0
54,혀니 앓이(kdkd****),왜 각색을 이렇게 했을까요?  의문입니다 걍! 애니를 한번 더 보느게 정신건강에 좋은듯합니다,5,37,6,2020-09-19 15:38:00,관람객
55,popo(ppop****),재미가 너무 없어서 별점 하나도 아까워요,2,40,9,2020-09-23 16:45:00,관람객
56,화사한(marc****),넘 재미없었어요.만화를 넘  재미있게 봐서 기대를 많이 했거든요..내용의 개연성도 떨어지고..디즈니 특유의 뻔한 감동(그래도 그것이 좋았거든요)도 없고 ..아무튼 디즈니 답지 않았어요.,2,37,7,2020-09-20 18:14:00,관람객
57,워킹맘(jydh****),스토리가 너무 어설퍼요.내용에 전개와 짜임이 너무 기대이하네요.,3,37,7,2020-09-20 00:53:00,관람객
58,용긔(yong****),"....이거 평가하기가 너무 어렵다. 무엇을 표현하고 싶은가? 무엇을 말하고 싶은가? 무엇을 보여주고 싶은가? 어른들의 향수를 위한 영화라고 생각했지만, 어린이들이 볼만한 영화다.",1,38,8,2020-09-20 21:05:00,관람객
59,나빌레라(yood****),영화 앞부분 어린시절 집안구석 뛰쳐다니면서  어린 뮬란시절 연출력 보면서.. 와 진짜 영화 어설프다했는데 끝까지  엉성했다. 같이 영화본언니랑 싸울뻔했다고,1,33,4,2020-09-29 10:47:00,관람객
60,cnsa****,주제의식을 돋보이게 하려 군더더기라 생각하는 것들을 제거했다. 그랬더니 '뮬란'이라 부를 수 없는 중뽕영상이 탄생했다.,6,34,5,2020-09-20 00:45:00,관람객
61,해바라기(1227****),스포일러가 포함된 감상평입니다. 감상평 보기,6,40,11,2020-09-21 00:12:00,관람객
62,gody****,원작을 좋아했던 분들이라몀 실망할 요소들이 많네요 ㅜㅜ 디즈니 넘나 좋아해서 봤는데 색감이라던가 유역비의 액션 외에는 좋았던 점은 없는듯해요,6,42,13,2020-09-20 23:59:00,관람객
63,이찬혁(frei****),,1,29,1,2020-09-17 13:29:00,0
64,파레토(py49****),중국 눈치 실컷 보더니만 결과물이 이거냐?? Reflection이 영화 끝나고 나와... 짜장면을 짜장하고 면 따로 먹는 느낌..,3,31,3,2020-09-17 16:02:00,0
65,별섬(dian****),애니메이션의 감동이 너무 컸던 탓일까... 딱 그저 볼만한 정도였음... 뭐든지 다 애매한 영화...,5,37,9,2020-09-20 00:25:00,관람객
66,노랭이(dhgo****),예고편을  보는것으로  팬심 달래심이..,4,40,12,2020-09-20 15:58:00,관람객
67,kjpa****,Disney 특유의 musical적 요소가 없음. 만화영화보다 dinamic하지 않음.,5,69,41,2020-09-19 00:10:00,관람객
68,park****,걍 !  마녀가 참 얼척 없게 죽네.  디즈니도 참 중국 돈으로 만드니 !  망작으로 만드는군!,8,88,60,2020-09-19 12:05:00,관람객
69,미쳐버린 파닭(cpfl****),역대급 진토백이 오리지날  중국산영화  중국영화는  관시문화땜시  발전이 없음  이거만든  감독  수입료나  많이  챙기고  도망가라..  대만은  영화는  이러지  않는데  중국은..,2,32,5,2020-09-17 12:59:00,0
70,신림진상남(chup****),이런.... 뮬란을..,1,36,9,2020-09-20 15:06:00,관람객
71,konh****,전문가가 아니라서 뭐가 잘못되었는지는 모르겠는데 뭔가 많이 잘못된 영화.. 재미도 없고 뭔가 엉성하고 내가 막 부끄럽고...,2,28,2,2020-09-17 14:20:00,0
72,bokh****,free hong kong,1,29,3,2020-09-17 15:01:00,0
73,dan(danb****),0점 주기는 없냐? 억지로 1점 주게 만드네.,1,30,4,2020-09-17 16:03:00,0
74,공주빠뻐(flow****),진짜이렇게 재미드럽게없는영화첨봄내 인생 내목숨걸고 하는말임무슈가없는 뮬란은 걍 잡영화,1,29,4,2020-09-17 14:18:00,0
75,cool****,시대를 역행하는 지루한 무협영화,2,30,5,2020-09-17 12:03:00,0
76,주니(maju****),유역비(뮬란) : 난 중국공산당을 지지한다.,1,27,3,2020-09-17 20:57:00,0
77,허니버드(3mkl****),쁘리횽콩~~!!! 띠벳쁘리~~~~! 따이아 남바완!!!!~~~~,1,27,3,2020-09-17 16:43:00,0
78,하이(ljyt****),뮬린캐릭터설정이 맘에 안듬,1,27,3,2020-09-17 14:14:00,0
79,레몬색(brav****),그냥저냥 봤습니다오문희가 더 재미있을듯요,6,36,12,2020-09-20 14:04:00,관람객
80,csco****,,4,32,9,2020-09-20 12:18:00,관람객
81,kdoy****,뮬란 불매운동!! 뮬란 보이콧!! Free Hongkong!!!,1,42,19,2020-09-17 09:06:00,0
82,홍길동(imha****),중국놈들  지구에서 사라져라,1,25,3,2020-09-17 22:24:00,0
83,현모양처(sail****),그냥 공산당이 싫어서 안봐요가지않겠습니다 사지않겠습니다 보지않겠습니다 NO CHINA,1,24,3,2020-09-17 14:45:00,0
84,doom****,재미없으면 공감 재미있으면 비공감,2,25,4,2020-09-17 20:53:00,0
85,why(jong****),,4,31,10,2020-09-19 22:27:00,관람객
86,친중멸공친일친미노선(in04****),알라딘은 원작처럼 선을 지켰고 라이온킹은 무표정 같지만 티몬과품바가 있어서 좋았지만 뮬란은 무슈 개그삼인방 샹장군 귀뚜라미 뮤지컬도 없고 그냥 삼류무술영화로 만들었다.,1,25,5,2020-09-17 20:43:00,0
87,지고지순(koko****),만화영화가 훨씬 재밌긴 합니다. 기대에 못 미쳤네요. 전체적으로 아쉬웠어요. 특히 스토리가~~,6,30,10,2020-09-20 23:20:00,관람객
88,인간(tkek****),디즈니도 이제 전성기 시절때 그 특유의 순수하면서도 완벽한 느낌은 찾기 힘들다고 보는게 맞을듯ㅋㅋ pc에 맛들리고 윗쪽에서 강제식으로 압박 넣으면서 제작할때부터 한물갔다고 봄..,2,21,3,2020-09-17 11:23:00,0
89,생활의발견(jinu****),"굳이 보이콧 할 필요가 없을 정도로.. 재미가 없음. 원작에서 몇가지 구성과 전개가 차용했을 뿐, 주인공 이름이 뮬란이라는 점만 같을 뿐.. 아예 다른 영화. 지루함. 긴장감 없음. 약간의 페미성도 있음",2,23,5,2020-09-17 15:48:00,0
90,석사가의(jhst****),"스토리의 빈약함과 생각보다  작은 스케일, 유역비 연기와 신체적 한계(적어도 남자와 키라도 비슷해야..).. 우리 배우 수연이 했다면 훨씬 나았을텐데..^^  정치적 배경의 보이콧이 아니더라도 권하고 싶지않은 영화네...",4,24,6,2020-10-01 08:47:00,관람객
91,후유(leth****),애니를 실사로 만든거중에 최악순위안에들듯.,3,28,10,2020-09-17 11:13:00,0
92,스피넬리(svic****),착짱죽짱. 우한폐렴 out! 공산당이 싫어요,1,17,1,2020-09-18 17:44:00,0
93,김사장(rain****),애니메이션 똑같이 만들지 감독이 지맘대로 만들어서 올해 최고의 망작을 만들었네. 보는 동안 이렇게 지겹게 만들수 있는 능력에 다시 한번 놀람 돈은 어디 셨는지 . 전투장면의 사람들도 너무 없고 동네 양아치 싸움으로 ...,1,19,3,2020-09-17 16:20:00,0
94,koh(kohu****),평점 왜케 높냐 돈으로 알바풀었나 되두않는 그래픽 긴꼬리빨강새날아다니고 스토리 연결도 매끄럽지 않더라 그렇다고 이쁘고 잘생긴 애들이 나오는것두 아니고 유이페이도 안꾸미니까 못생김,1,20,4,2020-09-17 20:44:00,0
95,꿈꾸는하늘(suni****),영화외 이슈를 배제하더라도 개ㅆ핵망작이다. 영어대사는 80-90년대 더빙 같고. 연기는 개판에. 연출은 무엇?? 100프로 중국영화 느낌이고 무협전성기때 영화보다도 질이 훨씬 떨어진다. 개연성은 개나 줬으며 수많은 ...,1,22,6,2020-09-17 16:30:00,0
96,재니(wosl****),홍콩을 억압하는 중국의 경찰을 지지하는 여배우가시대의 억압에 맞서는 뮬란을 연기하다니완전 모순.,1,23,7,2020-09-17 11:20:00,0
97,minw****,스포일러가 포함된 감상평입니다. 감상평 보기,6,27,11,2020-09-20 09:32:00,관람객
98,감귤(kkr7****),총체적 난국,1,17,2,2020-09-17 16:31:00,0
99,wlwlwlgusdl(wlgu****),개 씹 노잼,1,17,2,2020-09-17 15:54:00,0
100,chris(haji****),중국 무협 영화 같아서 많이 놀람,1,17,2,2020-09-17 15:49:00,0
101,해피바이러스(navi****),스토리가 넘 없었어요ㅜㅜ 같이간 초등생 여자아이들의은 뮬란이 멋지다했는데요 어른들이 보기에는 스토리 없고 디즈니인데 음악도 그닥이란점ㅜㅜ배경이 멋졌는데 전쟁신이 애들 장난하듯함 이게 제일 아쉬웠어요 더 황당한것은 문...,6,18,3,2020-09-28 23:19:00,관람객
102,tema****,"반도, 살아있다... 에 뮬란 추가..",1,18,3,2020-09-18 05:20:00,0
103,wkdd****,여러분 이 영화 보지 마세요 디즈니 로고만 붙인 중국 무협영화에요 오히려 잘만든 무협영화가 나을지경 뮬란 오에스티 다 생략됐고 걍 원작 뮬란 다시 보세요 별점은 빵점하고 싶은데 안 그럼 리뷰가 안 올라가서 1점 매겨...,1,18,3,2020-09-17 19:58:00,0
104,지기(zkpc****),아니 애니 그대로했으면 재밋엇을텐데 각복스토리 왤케 븅ㅅ처럼 해놨냐? 진짜 폭죽대신 투석기 사용하는건 에바였어 ㅡㅡ,5,19,4,2020-09-17 13:30:00,0
105,외대생(have****),장예모 감독의 영웅을 한번더 보는게 나을듯..,2,19,4,2020-09-17 12:06:00,0
106,폭풍밖으로(bong****),No1 Taiwan!! PRAY FREE FOR HONG KONG!!!,1,20,5,2020-09-17 22:12:00,0
107,제이(andy****),"중국공산당 미화영화를 보다니.. 사람 맞나요?  1950년 그 추운 겨울대한민국을 침공하여 수백반의 사상자와 이산가족, 민족분단의 아픔을 만들게한중국..  지금껏 한번도 사과를 하지 않았습니다.수천년동안 한국을 괴롭...",1,15,1,2020-09-17 22:15:00,0
108,마이더스초이(cdbc****),리얼리티가  많이부족하며영상미도 별루임연기력은  최하,2,16,2,2020-10-08 22:43:00,관람객
109,거노(djfd****),이걸 본다고???,1,16,2,2020-09-17 15:48:00,0
110,텃가이(harr****),애니가 훨나음 뮤지컬 아님 액션 은 평타,3,16,2,2020-09-17 13:23:00,0
111,김상혁(pete****),평식이 형이 4점 줬다. 거르자.,1,17,3,2020-09-18 01:08:00,0
112,더킬러(vivi****),이 외중에 이걸 보러 가는 인간들이 있다니 ㄷㄷ,2,17,3,2020-09-17 20:52:00,0
113,태자황(lee3****),이게 재밋다고??돈 아깝다 진짜 오랜만에 남긴다 후회한다 보지마라 액션은 티비광고 에서 나온게 액션 전부다 유역비는 멜로나 찍지 무슨 액션을 찍는다고 별한개면딱족하다,2,18,4,2020-09-17 20:29:00,0
114,Jacob(myli****),디즈니 손절해야한다.,2,19,5,2020-09-17 12:35:00,0
115,포스(joon****),모든 면에서 애니보다 한참을 뒤떨어진다. 이렇게 성의없게 만들기도 힘들었을 듯. 도대체 2억 달러가 넘는 제작비는 어디로 사라진 것인가,1,19,5,2020-09-17 10:23:00,0
116,앨리(bing****),원작 애니를 이렇게 망치는것도 능력인듯,1,20,6,2020-09-17 12:56:00,0
117,드윙스(dwin****),이럴거면 걍 중국감독에게 맡겨 장예모 첸카이거 써 공리 나오자나 그럼 뭐라도 나왔것지...견자단 이연걸 나온대서 봤드만 왜 캐스팅 했다냐....,2,21,7,2020-09-17 12:38:00,0
118,아이리스(dumo****),디즈니 중국화와 페미때문에 이젠 극장에선 안보려고 한다,1,22,8,2020-09-17 13:41:00,0
119,life****,무협영화라기엔 스토리가 약하고 (그나마 다 아는 내용) 동화라기엔 알라딘 처럼 동심이 깨어나며 아련해지는 느낌도 없고. 이슈를 떠나서라도 디즈니가 중국 돈벌려고 현지인들 눈치보다 본연의 색을 일어버린 망작느낌. 그렇...,2,14,1,2020-09-17 22:15:00,0
120,쩡S2(hong****),노잼 노잼 너잼 노잼 노잼,1,14,1,2020-09-17 16:39:00,0
121,JM12(minz****),"탄산 없는 콜라 느낌, 원작 뮬란의 장점 중 하나인 보컬 노래가 없는데 어케 실사화인지... 실사화 최고봉은 알라딘이다.",4,14,1,2020-09-17 13:48:00,0
122,lonc****,그냥 양산형 중국영화 인줄,1,13,1,2020-09-17 15:53:00,0
123,투투사(djtn****),ㅋㅋㄹㅇ 이거 초중반에 볼만한데 갈수록 다없다,4,23,11,2020-09-20 22:07:00,관람객
124,mono****,원작에니보다 한~~~~참  모자라다,4,12,1,2020-09-17 14:07:00,0
125,레모니(y931****),지금까지 중 최악의 실사영화... 솔직히 불사조 새새끼는 왜 나오는지 모르겠고 악역들은 찌질하고 더럽게 말 많음... 거기다 갑자기 내래이션은 왜 나옴... 뮬란 자체도... 하아. 결론: 개연성 폭망. 진짜 총체적...,1,12,1,2020-09-17 13:58:00,0
126,더크(puni****),구역질 나는 영화. 볼 가치가 있나?,1,13,2,2020-09-18 00:20:00,0
127,ahn0(ahn0****),킬링 타임용으로도 부족,1,13,2,2020-09-17 22:25:00,0
128,반갑습니다(love****),중국 빠는 유역비 영화는 거른다,1,16,5,2020-09-17 16:02:00,0
129,천하무적김완철(wch8****),그냥 그랬어요 노잼까진 아니지만...연기도 어색하고.. 액션씐도 어색하고..휴,6,21,10,2020-09-20 20:55:00,관람객
130,친절한 김군(kcbl****),중국자본 들어간 영화는 보지맙시다,1,11,1,2020-09-19 14:25:00,0
131,만덕(jeno****),디스 이즈 차이나 무비중국 코로나,3,12,2,2020-09-17 19:35:00,0
132,채흐이성(chae****),"뭐 중국, 홍콩 경찰 옹호고 뭐고 그냥 영화 자체를 못만들었는데.;",1,12,2,2020-09-17 19:25:00,0
133,아아(tock****),홍콩 탄압 찬양하는 반자유주의 공산주의 영화,1,13,3,2020-09-17 20:38:00,0
134,Oz(oz_p****),디즈니 영화의 매력은 눈을 뗄 수 없게 만드는 쫀득한 모션과 편집이었는데 역대 디즈니 영화 중 이렇게 스로우 모션으로 범벅이 된 게 있었던가? 그리고 가장 중요하다고 보여지는 뮬란의 결심후 변신장면은 왜 그냥 스킵하...,4,14,4,2020-09-18 04:24:00,0
135,NANA(son7****),조작충들 잘들 지껄이네,1,14,4,2020-09-17 23:45:00,0
136,레인메커(cjjo****),개_같_은 영화 짱_개_들의 쓰_레_기 영화 .. 이영화는 보는 인간들은 매국노 짱_개,1,14,4,2020-09-17 20:48:00,0
137,프렐린(yu57****),너무나도 스토리 구성이 빈약한 영화 영상미는 봐줄만 해도 스토리 부분은 너무 반감 되어 재미가 떨어짐,4,15,5,2020-09-17 14:45:00,0
138,로켓보이(foo8****),중화사상이 쩌든 배우들이 만든 영화라....,1,25,15,2020-09-17 10:29:00,0
139,반다나 웨이들 디(pict****),"디즈니의 흑역사, 이곳에 박제되다",1,33,23,2020-09-17 11:05:00,0
140,gaja****,연계성 없는 스토리와 영화보면서 졸리긴 처음인것 같음. 제작비가 다 어디에 사용되었는지???핵 노잼. 평점 1점도 아까움.,1,10,1,2020-09-17 16:29:00,0
141,하이지(sarr****),어휴.. 이걸 어디서부터 얘기해야 할지.. 할많하않...,4,11,2,2020-09-18 04:42:00,0
142,Gnihc(gnih****),정말 1점도 주기 싫은 영화임너무 인위적이고 너무 어색하고 돈 낭비 영화....,1,11,2,2020-09-17 21:40:00,0
143,배소미(mkmi****),"주연 배우는 홍콩경찰 지지, 엔딩 크래딧에는 위구르족 탄압단체에 감사 표시, 고증은 말아 먹었고 3박자를 고루 갖춘영화",1,11,2,2020-09-17 20:21:00,0
144,대구TM팔공산호랭이(chey****),뮬란 애니를 보세요. 차라리 그게 낫습니다. 애니메이션 뮬란2 보다 재미없습니다. 영혼이 없는 영화... 공리는 왜 출연했는지 의문...,1,11,2,2020-09-17 20:16:00,0
145,현이데디(hero****),하... 정말 기대했어는데 이건뭐 중국3류 무협영화보다 못한거같은 느낌은 저만 느끼는건가요...,1,11,2,2020-09-17 20:15:00,0
146,유지원(wmag****),....?댓글이 알바인 거야 아님 나만 별로인 거야. ?,4,11,2,2020-09-17 18:05:00,0
147,6월19일(hiro****),마녀요....왜 마지막에 갑자기 착해짐? 난 극장서 개봉전에 이미 봤음 자랑은 아님 근데 이미본게 자랑은 아니지만 다행인듯함..,2,11,2,2020-09-17 18:00:00,0
148,꿀꿀깔깔(bigb****),보다가 잤다 영어듣기 잘들리더라,2,11,2,2020-09-17 13:37:00,0
149,qkra****,현재까지 나온 디즈니 실사화 영화중에 가장 노잼입니다. 디즈니 찐 팬으로써 한번더 실망하고 갑니다.,4,12,3,2020-09-18 04:36:00,0
150,gkq1****,짱깨짱깨짱깨짱깨짱깨,1,12,3,2020-09-17 14:50:00,0
151,Invincible(sorr****),원작 생각 안하고보면 걍 볼만한 중국영화...,6,13,4,2020-09-27 14:55:00,관람객
152,인내심(slps****),논란을 떠나서 영화 자체가 재미가 없더라! 말같지도 않은 영화,2,15,6,2020-09-17 10:43:00,0
153,똥이몽쉘이(dalb****),뮬란 보이콧. 보이콧! 중국 물 먹은 더러운 영화. 과연 재밌을지 좀 찾아보고 영화보세요.,1,16,7,2020-09-17 10:29:00,0
154,22ducks(kdhs****),아직도 디즈니충 ㅈㄴ많네 ㅉ,1,16,7,2020-09-17 10:27:00,0
155,struffy를 목표로(stru****),디즈니의 pc가 위선인 증거,1,26,17,2020-09-17 10:32:00,0
156,cand****,애니랑 비교하게엔 좀 많이 부족 아예 중국어를 섰으면 좀 더 좋았을라나 영어와 뭔가 잘 안어울리고 영상미도 마녀도 좀 스토리상 안맞고 전체적인게 부족 알라딘보다도 못하다...감상포인트 해줄만한게 없음 중국을 너무 의...,2,9,1,2020-09-19 14:29:00,0
157,캐스통(cool****),에휴...디즈니영화라 애들이 좋아할꺼라 생각하고 자동차극장갔는데 무협영화였네요ㅜ애들  지루해하고 스토리도 무슨 중국찬양영화같았어요...비추해요.,2,9,1,2020-09-19 13:33:00,0
158,황윤(city****),Hongkong free!!!!,1,10,2,2020-09-19 13:58:00,0
159,love****,견자단 액션 30초 빼고는 감흥도 없고... 감동도 없고....유역비 애기는 한방에 날라갈거 같이 갸날프네..ㅋㅋ,4,11,3,2020-09-17 13:16:00,0
160,castco(hand****),일본의 만화 실사화에 돈을 들이면 이런게 나오지 않을까... 친중 거르고 봐도 이건 좀 심하다,1,12,4,2020-09-17 11:32:00,0
161,weeber(emi2****),인권탄압의 메카인 신장자치구에서 촬영중국공안 옹호 퉤퉤퉤 드러워서 안봐요,1,12,4,2020-09-17 10:56:00,0
162,ihng****,,6,13,5,2020-09-19 16:06:00,관람객
163,탐미로즈가든(marc****),돈으로 빚은 중국똥덩어리...애니만 보세요,1,13,5,2020-09-17 11:12:00,0
164,손수건(play****),엑션 영화 입니다.ㅋㅋㅋ,6,17,9,2020-09-20 16:30:00,관람객
165,김유진(euge****),FREE HONGKONG,1,8,1,2020-09-22 08:38:00,0
