,nickname,text,score,like,dislike,time,watch_movie
566,lee4****,이건머 진짜 왜들저러냐  휴...,1,9,5,2017-03-27 13:53:00,0
567,jenn****,관람객에게 고독이 무엇이고 인생이 무엇인지 물음을 던지는 수작,10,10,6,2018-02-18 03:38:00,0
568,S2(dhwl****),쓰레기 오브 쓰레기 영화. 나온사람이나.. 만든사람이나 지들이하는 로맨스 ? ㄴㄴ 불륜은 불륜일뿐..,1,10,6,2017-03-28 13:28:00,0
569,네네(nene****),영화가아니라 다큐아닌가 연기가 아니라 자신이고,1,10,6,2017-03-28 13:13:00,0
570,wjdg****,"평론가들은 보면 좋은 영화들은 어~~떡게 해서든 트집 잡고 평점 ㅈ같이주고, 뭣같은 영화들은 또 어~~~~떡게 해서든  칭찬하고 평점 좋게주면서 지들이 예술가인마냥 깝을 떤다니까",1,10,6,2017-03-28 06:28:00,0
571,chhk****,응원한다는놈들 느그들 연인이 바람펴도 펄쩍뛸꺼면서 남일이라고 생각없이 말하지마라;; 상수 가정 파탄자고 가장의자격이없는시키다,1,10,6,2017-03-27 11:47:00,0
572,guka****,너무 좋은 영화였어요. 김민희씨 연기력이 정말 좋았습니다. 항상 응원합니다.,10,11,7,2018-03-26 16:53:00,0
573,imho****,밤의 해변에서 혼자 좋았어요,10,11,7,2017-09-05 00:11:00,관람객
574,이동빈(radi****),이게 왜 사람들이 보는 네이버에 올라와 있는지조차 불만입니다. 너무너무너무너무 꼴보기 싫어요. 지들은 사랑이라고 하겠죠.. 역겹습니다.,1,11,7,2017-03-28 13:13:00,0
575,나쿠펜다(evam****),더러운 영화 ㅋㅋ 퉤퉤 ㅗㅗㅗ,1,11,7,2017-03-26 15:54:00,0
576,renaissance(rena****),예술적이다... 우리나라는 아직도 조선시대냐무슨,10,12,8,2017-10-03 02:16:00,0
577,ninj****,김민희 홍상수를 완성시키다.,10,12,8,2017-05-16 18:43:00,0
578,러브캣(luvc****),김민희 연기 너무 잘한다....아까운 배우....,10,13,9,2018-04-02 11:34:00,0
579,박형빈(mhkp****),영화를 왜 개인 사생활을 주입하여 영화를 깍아 내리는지; 홍상수 감독의 고유 영화 특징이 묻어나와 볼만한 영화,10,13,9,2017-05-17 11:17:00,0
580,kims****,무엇인가 혹은 누군가 아니면 자신을 사랑한다는것에대한 고민이담긴 영화. 언론과 대중의 편견속에 덮여있기엔 너무도 진주같은 영화이다,10,19,15,2017-04-30 15:17:00,관람객
581,funq****,좋았다. 일부러 비웃기 위해 영화를 보진 않았음 좋겠다. 그것은 아마도 스스로에 대한 모독이 될 것이기에.,10,21,17,2017-05-06 22:53:00,관람객
582,정금석(equa****),김민희의 사랑이 도대체 누구에게 상처를 주었다는건지? 결혼이라는 제도아래 묶여서 이제 서로 사랑하지도 않으면서 간신히 참고 사는게 사랑인지? 사랑이 생겼을 때 당당히 사랑 할 수 있는 용기도 없이 살아가는게 오히려 ...,10,34,30,2017-04-06 04:01:00,관람객
583,KC(bijo****),앞에 조금보려다 끝까지 집중해서 봤네요사생활과 별도로 잘만든 영화라 생각합니다,8,3,0,2020-03-28 20:55:00,0
584,feel****,[ IMDB 6.9/10 ] 어차피 사랑은 이성으로부터의 도피인 것을. 인지와 정서의 분열을 끌어안은 채 살아야만 하는 사람들의 필연적 고독.,8,3,0,2017-11-29 21:59:00,0
585,hsai****,본인들 변론하는 영화라 불편한 사람들 있겠지만 인상깊게 봤다. 홍상수감독 정말 대단하다. 시답잖은 시나리오로 인간을 표현하는데 정말 천재다.그리고 김민희연기 지렸다 ㅋ,9,3,0,2017-10-11 03:00:00,0
586,로덴님(qusw****),영희가 내뱉은 말들이 한번씩 생각난다.,3,3,0,2017-05-09 15:41:00,관람객
587,Louise Diane(c2h5****),대사가 와닿는 것들이 많았어요.,10,4,1,2020-03-08 00:38:00,0
588,bbon****,노답영화 불륜미화  ....,1,4,1,2018-08-07 07:20:00,0
589,newwow11(pott****),오프더레코드 김민희편,6,4,1,2018-07-16 16:55:00,0
590,밤구름(bamg****),순전히 봉봉봉 방앗간에서의 정재영 연기에만 점수를 줄 뿐이다.어쩜 이리도 찌질한 연기를 잘 할수 있는지..근데 영화에서는 불륜을 접고 각자 일상으로 돌아간것처럼 나와서 현실과 달라 의문이 들었다.,6,4,1,2017-10-15 20:43:00,0
591,아리네(newc****),영희 말처럼 이해하지도 못하면서 그냥 입 좀 다무세요,9,4,1,2017-10-01 07:04:00,0
592,6724****,연출 김민희인데 크레딧에 잘못 쓰인 듯,1,4,1,2017-08-14 11:50:00,관람객
593,야무(jeal****),홍상수 일기장 잘봤습니다,4,4,1,2017-07-02 13:21:00,관람객
594,지현(char****),불륜영화 ㅉㅉ 정신차려라.,1,4,1,2017-06-25 21:34:00,0
595,세미인(ysam****),"그래도 감독이고 그래도 배우니까 그대로 영화겠지 하고 봤는데, 전혀 영화 같지 않음 자신들의 잘못을 쉴드칠 대대적인 이야기 영상을 만들어 놓은 느낌 왜 공과사를 구분못하고 예술이고 작품이랍시고 이딴 영상을 만드는거죠...",1,4,1,2017-06-17 20:02:00,0
596,ellakim(khlo****),드디어 미쳤구나 더럽다,1,4,1,2017-06-12 23:36:00,0
597,satree(satr****),저란 사람이 세련되지 못해서 그런가 ..1점도 아깝네요...,1,4,1,2017-06-01 20:01:00,0
598,우유빛깔크리스탈(ofem****),메소드연기라 하든가? 그 주인공이 된거처럼 연기하는거. 그 주인공이  됐네... 이제 그만하게 친구.,1,4,1,2017-05-27 14:14:00,0
599,관리행정1도(mase****),평점 9점이나 10점 주신분들도 다른사람에게 배우자 뺏겨도 예술이라서 괜찮다고 잘 받아들이실거죠?,1,4,1,2017-05-24 01:58:00,0
600,안녕나비(tnqk****),뻔뻔스러운영화네요.,1,4,1,2017-05-11 11:41:00,0
601,바이킹(ksg8****),역겹다 저 두인간같지도 않은것들,1,4,1,2017-05-07 22:12:00,0
602,Jojja(ei8g****),역겨운영화 보고싶지도않다,1,4,1,2017-05-03 22:18:00,0
603,dass****,나미아불타불 관세음보살,2,4,1,2017-03-30 22:17:00,0
604,위대한왕(puco****),좋네..인생이 그렇치 불륜도 있고 후회도 하고영화속 대사처럼 대부분 후회 하면서 죽고모든이가 다 도덕군자 처럼 살았다면 이 세상은 벌써 천국 이 되었겠지영화를 보면서 드는 생각은 그냥 거창한거 말고자기 자신을 적나라...,10,5,2,2019-12-13 23:52:00,0
605,하느(sbds****),이렇게까지 대놓고 자기위로하는 영화일 줄은 몰랐는데 역하네요,1,5,2,2018-11-01 15:35:00,0
606,러브(sara****),불륜들불륜 양심이나있냐,2,5,2,2018-09-17 23:33:00,0
607,난남용만(luck****),웬만하면  영화로보고싶었는데 급히만든 쉴드하급드라마우정출연해준 배우들 지못미..,1,5,2,2017-11-20 01:02:00,0
608,박소현(sp13****),인생에 사랑은 얼마나 중요한걸까,7,5,2,2017-11-05 21:42:00,0
609,tosa****,창문 닦는 장면 너무 왜 기억에  남지,9,5,2,2017-07-31 01:34:00,관람객
610,메로나(melo****),자기들  변명거리 영화.,1,5,2,2017-06-27 14:36:00,0
611,스칼렛조한순(mic8****),기자. 평론가들의 허세... 니들 평가기준은 유럽식이냐!!! 안타깝게도 여긴 대한민국,3,5,2,2017-05-29 17:17:00,0
612,지원(gkar****),내가 해도 불륜 니가 해도 불륜,1,5,2,2017-05-28 15:06:00,0
613,장마틴(sioi****),무료개봉해도 안본다 ㅋㅋ,1,5,2,2017-05-27 12:23:00,0
614,엄지(rain****),"해외서 작품성 인정받았다고해서 결국 선택은 대중의 몫인데 색안경 안끼고 보려고 노력했으나 영화보는 내내 공감은 안되고..결국 그들만의 세상, 영화가 자신들의 불륜을 대변한다는 느낌만 든다",1,5,2,2017-05-26 08:17:00,0
615,채플린(fool****),야이 개**녀나 너는 내눈앞에 보이몀 달걀폭탄이다ㅡㅡ 영화찍지마 둘다,1,5,2,2017-05-03 02:05:00,0
616,lic2****,자기 가족 두번죽이는 영화. 끝까지 잘났지?  한번봅시다. 걔가 정말 평생을 당신 옆에 있을지. 길어야 3년이다.,1,5,2,2017-05-02 15:03:00,0
617,류피(xx41****),불륜미화다 이건... 나참.... 무슨,1,5,2,2017-05-02 13:40:00,0
618,하느리양(kjle****),먼 영화가 홍상수본인얘기만 일케 하는지..~대체 이런 스토리의 영화는 제작비를 어케 충당해서 만드는지가 궁금하네.,1,5,2,2017-04-30 09:54:00,0
619,몽환화가(drea****),이런 영화를 볼 필요가 있는걸까...,1,5,2,2017-04-30 00:00:00,0
620,tell****,보면서 내가 창피해서 고개 돌린 순간이 몇번인지 모르겠다...,2,5,2,2017-04-29 19:03:00,0
621,수취인불명(youd****),ㅋㅋㅋㅋ역대급 쓰렉 스토리?술먹고 담배피고 끝ㅋㅋ,1,5,2,2017-04-29 10:25:00,0
622,뻐끔(kids****),"배우 감독 사생활 가꼬 영화를 까는건 제정신이 아닌거같고,,,홍상수영화는 스토리는 똑같은데 배우만 바뀌는거 같아 별로임,,,",4,5,2,2017-04-29 03:03:00,0
623,duks****,아름다운 음악으로 포장된 음주 먹방에 어리광만 가득히...,4,5,2,2017-04-28 14:35:00,0
624,griu****,"실망함, 자전적 스토리의 한계",5,5,2,2017-04-15 11:51:00,관람객
625,twof****,한국에는 여전히 홍상수밖에 없다.,10,6,3,2019-12-19 21:28:00,0
626,구름다리(love****),몇번을 봤는데 나름 재미났다. 촬영기법등  독립영화 같은데 세련되고 연기력도 좋고,10,6,3,2019-03-21 11:54:00,0
627,798t****,홍상수는 천재다. 부럽다.,10,6,3,2018-12-12 19:40:00,0
628,순(minj****),구도나 연출이  올드한듯 하면서도 굉장히 고급스럽고 세련됨.배우들도 연기 참잘하고. 홍상수감독이 참 노련한듯 살짝 천재적인것 같기도 하고.. 김민희도 되게 날것그대로 연기잘함,8,6,3,2018-12-04 21:42:00,0
629,SODIUM(fryt****),영화는 한 시간 사십분인데  박수를 십분 이상 쳤다.그런데 십분이 모자라다. 내 마음을 쳐서 계속 울리고 있기 때문이다.,10,6,3,2018-01-14 05:46:00,0
630,은재은서(kimb****),음~그냥 알겠다. 그 입장도 글구 느낌도.,10,6,3,2017-12-24 19:52:00,0
631,강미나(mina****),진정한 사랑이 뭔지 조금도 모르는 사람들이 예술이라는 이름으로 자신의 정욕을 따라 살며 포장하는 모습이 너무 어린아이 같다...조금도 성장하지 못한...편하게 자기 마음 가는데로 사는게 부끄러운 줄 모르는 어린아이....,1,6,3,2017-12-12 23:35:00,0
632,거두절미(rcp0****),홍상수 영화 언어의 힘!!! 이창동과 더불어 독보적이다. 진짜 어떻게 이다지도 찐하게 맛을 만들어 낼 수 있을꺼,9,6,3,2017-11-04 02:52:00,0
633,디오니(manm****),감독과 배우의 개인적인 일은 접고 객관적으로 보려 했고 김민희의 연기같지않은 연기력이 놀라웠다. 물론 불편한 스캔들로 비난받을 수는 있겠지만 1점짜리 평점을 주고 막말을 하는 사람들은 얼마나 고결하고 완벽한지 되묻고...,7,6,3,2017-10-01 22:31:00,0
634,왼손잡이(lhiv****),김민희의 생활연기 좋네요,8,6,3,2017-09-10 13:15:00,관람객
635,김영옥(kyom****),궁금했고 보고 싶었다. 홍상수 감독의 영화를 본적은 없었지만.단지 그냥 영화로봤다. 물론 현실과 크로스오버 되긴했다. 온전히 여주입장에서 봤다. 하고싶은거 해서란말. 이 와 닿았다. 후회스럽지않은 삶은 없을것 같다....,10,6,3,2017-05-13 03:58:00,0
636,sh23****,지루해요 .. 말투도 오글 거리고 .. 김민희땜에 봤는데 ㅠㅠ 불편했어요,1,6,3,2017-04-30 02:34:00,0
637,랭동동(lang****),노출있음? 홍상수 영화에서는 딱 이거 하나만 건질 게 있음.,1,6,3,2017-04-29 00:17:00,0
638,콘(kon_****),예술이 도덕을 넘을 수 없다,1,6,3,2017-03-27 09:22:00,0
639,2001****,보는 내내 불편했다...영화로 뭘 말하려는지는 알겠는데 너무 재미없다...이래서 나는 상업영화가 좋다 영화로 이런 지저분한 메세지는 전하지 말았으면 한다,1,7,4,2018-01-24 09:34:00,0
640,웅보이(tini****),더러운 감독과 배우의 영화,1,7,4,2017-03-30 01:17:00,0
641,숨살이꽃(view****),이토록 아름답고 완벽한 배우라니. 김민희의 우물같은 눈빛에 빨려들 거 같다.,10,8,5,2019-09-09 01:04:00,0
642,friday(frid****),"홍상수 영화 잘 이해 못했는데, 이번껀 좀 이해간다. 변명 같지만 솔직하고 후련한다. 이래서 사람들이 홍상수 영화를 좋아하는지...",10,8,5,2019-04-16 21:51:00,0
643,박여사(paks****),첫신부터 대사 하나하나 너무 홍상수 시그니처라 웃음이 난다. 별다른 줄거리도 없는데 이렇게 몰입감이 강할 수가 없다. 김민희의 매력은 진짜.. 하..같은 여자가 봐도 너무 매력적이네,10,8,5,2019-04-03 00:00:00,0
644,dolfel(qhd5****),오롯이 혼자 어두운 밤을 견뎌야 하는 것. 차가운 파도에 깎여나가야 하는 것.,9,8,5,2018-09-03 10:06:00,0
645,yuji****,김민희 연기 잘한다고 누가그랬어....,1,8,5,2018-01-21 04:24:00,0
646,오기(guit****),연기가 다들 훌륭하네요,10,8,5,2017-07-01 01:05:00,0
647,닐라(skfr****),퉤ㅡㅡ패체펠ㄴ훞롸ㅓㅏ,1,8,5,2017-03-27 15:33:00,0
648,보리(rlaa****),참.. 예술이라고 이런것까지 포장해 주긴 싫네,1,8,5,2017-03-27 14:28:00,0
649,피터팬(neve****),"천박? 바람피는 인사들 정말 싫어하지만, 개인사로 평점깎는게 더 천박한 짓",10,9,6,2017-10-02 18:32:00,0
650,에스텔라(milk****),"돈, 허울, 그럴싸해 보이는 삶을 쫓아 살면 결국 자기 손해. 바다에 누워있는 그녀, 추울 것 같지만 예술 그 자체이다. 촌구석에 누가 알아주든 말든 어여쁘게 피어있는 양배추 모양의 꽃을 쓰다듬는 그녀의 손길이 작가...",10,9,6,2017-04-12 20:17:00,0
651,Jessica(noru****),네이버 평론가들 다 돈받아 쳐먹었나???;; 둘다 꼭 벌받길 바란다 너네 자신이든 너희 부모든 누구든간에,1,9,6,2017-03-27 19:06:00,0
652,Marseline(gjlh****),ㅋㅋㅋ 여러분은 얼마나 깨끗하게 사실지 궁금하네. 홍상수랑 김민희는 대중들한테 깨끗한 사람으로 인식받고 싶거나 자기네의 사랑(이라고 말하는 것)을 굳이 미화한것도 아님. 지네가 뭐 대단한거 할수 있는줄 아네. 니네 ...,10,10,7,2018-08-10 12:58:00,0
653,date****,다들 욕망있잖아요. 그게 뭐? 나쁜가?  저 소리가 안들려요? 당신들 안에도 있을텐데~,10,10,7,2017-05-23 03:17:00,0
654,고은빈(sbs1****),저는 트랜스젠더고 성매매하는 사람입니다. 하지만 이놈년의 행각은 매우 꼴볼견이네요. 찌그러져있지 왜 나대니?,1,10,7,2017-03-28 11:29:00,0
655,스마트텍(smar****),찌질이들 천국이네..걍 영화로 평가하시길..용가리같은영화 천만 만들어준 사람들이 여기서 평가질이라니..애국마케팅이니 정치마케팅이니 보단 나은듯!,7,10,7,2017-03-27 17:08:00,0
656,김탁후(dais****),"유독 이번 작품에 ""아주머니 관객들이랑 중년 여성분들"" 세명 네명씩 오셔서 보시던데 제발 조용히 좀 관람 좀 하세요. 쟤네 실제로도 불륜인데 어쩌네 말하면서 볼 거면 집에서 보라고요. 영화 에티켓 몰라...",8,11,8,2017-03-27 16:34:00,0
657,시드(rott****),한국인들 특유의 오지랖은 전 세계 영화팬들을 무시하며 모욕한다. 굳이 본인들의 정서를 당사자들에게 대입하여 영화를 볼 이유가 있을까?  사랑이란 것에 대하여 너무나 많은 생각을 하게 하며 끊임없이 스스로 질문을 하게...,9,13,10,2017-03-27 00:10:00,0
658,김재희(good****),조금 이해하기 어려운 영화,5,17,14,2017-03-25 19:06:00,관람객
659,아이마르(star****),일부일처제에 대한 믿음과 그 체제붕괴 대한 불안감과 시기질투 감정이 뒤섞인 미개인들에게는 그냥 보지말라고 하고 싶음. 자기 남편도 저럴까 두려움에 간접투영하고 욕하는 심리 역겹다.,10,27,24,2017-03-27 12:09:00,0
660,고독한미숙아(wlsd****),김민희 연기하는거 보는내내 불편함약하는 사람같고 어눌하고 대사도 그렇고 아오 숨막혀 집에서 암 생각없이 쉬면서 보다가 스트레스만 더 받음,4,2,0,2020-08-23 23:14:00,0
661,op31****,"알몸을 부끄럼 없이 드러냈다. 삶과 작품의 경계가 허물어졌고 그것을 예술로 볼지, 다자이 오사무가 되고 싶었던 변태로 볼지는 극장 바깥에서의 일이다.",10,2,0,2020-04-09 00:32:00,0
662,얀지(yan-****),말로는 해볼거 다 해보고 언제든 죽어도 상관 없다 말하며 90먹은 노인네처럼 사람이고 세상이고 사랑이고 부질없다는 것처럼 구는데 본인에 대해서는 하나도 모르는 자아를 가지기 전의 갓난 아이같아서 슬펐음.. 사랑 그 ...,6,2,0,2020-03-02 21:04:00,0
663,기열더폴(alfl****),불륜=dirty love,1,2,0,2020-01-29 23:06:00,0
664,위켄즈(zefi****),김민희 최고 인생작은 화차홍감독 영화에만 출연하지말고 빨리 돌아와요,2,2,0,2020-01-04 06:01:00,0
665,yong****,그래도 계속되는 그의 마술,9,2,0,2017-08-06 01:29:00,0
666,Julie(icon****),"홍상수 영화는 설정만있고 대본이 없다 하니, 영화속 대사도  김민희 독백, 호소같다. 갇혀진 김민희를 홍상수가 영화로써 풀어주려했으나  그럼에도 그녀는 참 초라하고.. 보잘것없다. 사랑은 사람을 빛나게하지만.. 불륜...",4,2,0,2017-05-05 09:17:00,0
667,주파수 힐링(rkwh****),더러운 영화이고 홍상수 자기 합리화 영화다,1,3,1,2020-06-13 23:54:00,0
668,마운틴슈(soda****),재밋기만 하구만. 김민희 역시 너무 이쁨.,10,3,1,2020-06-07 19:13:00,0
669,Play(ayum****),"아름다운 김민희, 아름다운 영상",10,3,1,2020-05-31 04:55:00,0
670,Rk7(lamp****),김민희 배우의 연기는 너무나 편하다. 조연의 앙상블 마저 연기가 아닌 순간의 충동의 결과물로 보여진다. 즉 말이라는 것이다. 거기에 한결같이 베이스를 울리는 시나리오는 영화의 완성도를 높인다.,9,3,1,2020-03-01 09:54:00,0
671,el(hsun****),사랑하는 자의 고독. 사랑마저 그를 버린다면? 끔찍하다. 우리도 이미 낭떠러지에 서있는 것일 수 있다. 오늘도 사랑해 마지않는 상대를 생각하며 해변에서 서성이는 당신의 모습을 나는 쉽게 상상할 수 있다.,9,3,1,2019-12-05 00:04:00,0
672,비비정상(demo****),불행한 꿈으로라도 보고 싶은 사람이 있나요?,8,3,1,2019-09-08 18:32:00,0
673,에떠리얼(clar****),Ishk 니도 제정신이 아닌듯,2,3,1,2018-11-14 03:48:00,0
674,승리의날개(kos4****),"많은 주연급 배우들이 등장한다. 그럼에도 ""우리의 사랑을 방해한 그 모든 것들이 기만적이란걸 깨달았고 사랑할 때 일상적 분별력보다는 더 중요한 것에서 출발해야 한다. 한마디로 본능에 따라야 한다""는 주...",6,3,1,2017-10-06 09:47:00,0
675,에릭(eric****),홍상수 김민희 스캔들이 지난 후에 본다. 와우.... 원래 홍상수 영화는 대부분 재미없지 않나? 이건.... 내가 달라진건가 홍상수가 달라진건가... 가슴이 저린다,9,3,1,2017-10-01 02:47:00,0
676,부레드피트(kbut****),홍감독 영화 거의 다 봤는데 이번편은 좀 별로.. 위트도 좀 떨어지고..,5,3,1,2017-06-15 17:44:00,0
677,주야(alsg****),더러워요열자열자열자,1,3,1,2017-06-11 12:06:00,0
678,싸펑피펑(tlwl****),밤의 해변에서 둘이..,1,3,1,2017-06-08 15:09:00,0
679,해랑(kang****),이게 무슨 영화라고 만들었는지. 여우주연상?,1,3,1,2017-05-25 14:07:00,0
680,걱정많은오이(kims****),상처 준 이들에게 최소한의 죄책감이라도 있어야지 가르치려는 수준 봐라. 두 분이 원하는 그림 절대 안 나오니 매일 매일 흑역사 갱신해보세요.,1,3,1,2017-05-24 23:41:00,0
681,헹가래(ruac****),어거지라도 사랑이라 우겨야 숨통이 트이겠지,1,3,1,2017-05-22 09:28:00,0
682,신의한수(jung****),뭐야. 자위하냐. 아직까지는 그런세상이 아니다.,1,3,1,2017-05-22 07:32:00,0
683,요홀(hefe****),누가 더 잔인한가에 대한 단상,9,3,1,2017-05-21 23:58:00,0
684,boon****,니들 영화네ㅋ새인생사는건좋은데남들한테 피해는안줘야지 가족들이 먼죄야그러면서 쓰레기영화만들고난중 콩깍지가 벗겨져야 정신차릴듯,1,3,1,2017-05-15 01:50:00,0
685,oPario(chrr****),"민폐,,, 사랑이라는 이름으로 합리화 하지 말자.",1,3,1,2017-05-11 21:43:00,0
686,etp8****,간통죄 폐지와 함께 정당화 되어가고 있는 불륜. 오히려 우릴보고 XX이란다. 신경끄고 냅두란다. 그래주마.,4,3,1,2017-05-08 08:31:00,0
687,앤디(kimt****),뭐가 있다고 청소년 관람불가냐?시간만 낭비했네.,1,3,1,2017-05-06 02:45:00,0
688,ange****,이해가 안되는 영화 ㅜㅜ,1,3,1,2017-05-05 16:58:00,관람객
689,ngup****,아무런 힘도 명예도 없어진 그녀에게 남겨진 건 우물에서 허우적 댈 뿐 전혀 나아갈 수 없다.,4,3,1,2017-04-30 09:29:00,0
690,hoon****,끈혜가 만든 당당함! 어찌 그자리앉자마자 첨으로 한일이 간통죄없애는 것이였을까?그것도 결혼도 안한처녀가?그래서 당당해진 그들..거꾸로 큰소리못치는 피해자..잘했다 돈많은 님들은 간통하면 백화점한채정도는 위자료로 줘야...,1,3,1,2017-04-13 08:27:00,0
691,나은이(stil****),넘 좋다... 절절하네,10,4,2,2019-08-08 22:58:00,0
692,얍씨(zksy****),영화계의 어두운 민낯..,5,4,2,2018-11-19 01:04:00,0
693,모범시민(craz****),평점이 죄다 1점인데 평균이 저리높아?,1,4,2,2018-06-18 23:03:00,0
694,perrier(medi****),"아오씨. 지금 cgv에서 하는데. 김민희랑 안경쓴조연 ,  둘다 국어책 읽냐?  미치겄네ㅡㅡ",2,4,2,2018-06-18 22:46:00,0
695,이름없음(whdu****),ㅆ미화시키고 자빠졌네 한심한인간들아,1,4,2,2018-01-22 11:05:00,0
696,아비치(gura****),영화만 보자면 진짜 김민희만의 느낌이 있는거 같다.. 확실히 매력있는 배우..아깝다 아까워,9,4,2,2017-10-10 19:56:00,0
697,tyu67(gusc****),"이 영화는 주인공의 속마음을 드러내고 해석하지 않는다.대화를 통해서 보여줄 뿐이며 느끼는건 각자의 몫으로 남겨둘 뿐이다. 일상의 예술적 감각,각자의 삶을 살아가는 사람들,그중 김민희라는 여인의 발자취..모든게 잘 어...",10,4,2,2017-08-20 15:01:00,0
698,rskk****,경험해보지 않아도 충분히 이해하는. 사람들을 생각하며...살아가길.,10,4,2,2017-08-13 02:40:00,0
699,키루키루(wasi****),"이해 못하겠는 예술영화의 세계. 차라리 우디헤럴슨 영화를 보지, 이건 뭐 카메라 워크부터 사운드까지. 고현정 나올때는 그나마 괜찮았는데, 그것도 벌써 10년전. 이해하고 싶은데 별 하나도 아까울 지경",2,4,2,2017-07-19 21:15:00,0
700,미키(tlqk****),누군가에게 상처와 배신감을 영화로 만들다,1,4,2,2017-07-03 17:33:00,0
701,녹색반지(sieu****),0점이 없어서 후한 점수 주고 간다 캬아악 퉤~~~,1,4,2,2017-06-15 14:04:00,0
702,nygi****,물어보고 싶네요..  예술좀 않다는 사람들에게.. 저정도 히스테릭 조울증 연기는 저도 할수있을거 같은데요.. 저도 좀 이성보다 감성이 많은 사람이거든요.. 왜이런 영화들이 왜이런 배우가 그리 칭송받아야하죠? 물어보고...,1,4,2,2017-06-07 22:52:00,0
703,팡소(dhkf****),구역질..한국에선 숨어다니면서 외국만 나가면 아주 당당하네 당당한척 하지만 속으론 알겠지 죄짓고있는거,1,4,2,2017-05-23 00:21:00,0
704,해적(mais****),언제나 묘한 매력이 있는 홍상수감독의 영화..내 이야기같진 않지만 그렇다고 남의 이야기도 아닌 이야기,7,4,2,2017-05-21 02:07:00,0
705,merr****,"여기서 김민희 연기 물올랐다고 하는데, 홍상수와 첫영화 그때는 맞고 지금은 틀리다에서도 이만큼의 연기는 진작에 보였다. 다만 그 때 보다 스토리 전개법이 아쉽고 흥미도 감흥도 떨어졌다. 그냥 단지 자신들의 이야기를 ...",6,4,2,2017-05-19 16:07:00,0
706,resa****,뭐지 ㅋㅋ영화진짜이상햌ㅋㅋㅋ,5,4,2,2017-05-17 02:50:00,0
707,미도리(thet****),다~떠나서 영화로만 봤음ㅡ 아가씨때는 참 좋았고 인정 ㅡ흠  흠 ㅡ내가 예술쪽은 아닌가봥ㅡ 예술적.징징거리기의 다른표현인듯한뎅ㅡ난 기냥  김기덕감독1도 안된다,1,4,2,2017-05-16 17:42:00,0
708,사랑사랑(d_je****),지워지지않는 그리움에 대하여..,9,4,2,2017-05-12 20:26:00,관람객
709,마리미(soy7****),홍상수 김민희의 합리화와변명 이걸로 상을 주다니...,1,4,2,2017-05-09 03:14:00,0
710,포리드(jong****),나참 이런 쓰레기 감독이 인정받는 구나 닝기리,1,4,2,2017-05-09 01:30:00,0
711,185cm77kg(mand****),오래전부터홍상수 감독의 작품을 마치반고흐의 작품인냥 지금은 이해 못하지만 내 예술적 안목이 짧아 모르는거겠지 저렇게 실력파 배우들도 옹호하는데 하고 꾸역꾸역 봤다 한번의 예외없이 난 대놓고 혹평했다 작년에 최순실 터...,1,4,2,2017-05-08 23:37:00,0
712,골드티켓(dich****),'이 정도면 용서받겠지?'하고 만든거같은 영화,6,4,2,2017-05-08 14:25:00,관람객
713,AKLJay(jayc****),믿고 거르는 홍상수 감독 영화,1,4,2,2017-04-29 08:01:00,0
714,oooo****,재밌었다. 정신차리고 살아야지하는 생각이든다.,10,5,3,2019-06-19 12:34:00,0
715,Bohemian Traveler(ksj6****),염병을 하는구나.. 뭣도 없음,2,5,3,2019-06-09 11:09:00,0
716,주결경(milk****),사람의 행실과 인식만으로 작품성은 생각도 않고 평가부터 하는 그 별 다를거 없는 무지한 사람들 ..,10,5,3,2019-02-17 00:43:00,0
717,뇌섹남(park****),민희씨.. 정신차리세요 노인성애자 인 건가요??,2,5,3,2018-12-16 05:40:00,0
718,freepass(kdhy****),영화 드럽게 재미없음 단지  베를린 영화제에서 상타는 공식은 너무나 잘아는 감독,1,5,3,2018-11-02 22:16:00,0
719,폴존(nex7****),10년째 같은 영화를 보는 느낌,10,5,3,2018-07-24 19:11:00,0
720,서풍이 분다(poti****),"한 개인의 자유로운 연애, 그에 대한 사회의 폭력적 비난에 대한 처절한 외침과 반격. 홍상수여 , 계속 도발하라! 위선과 자기 기만의 껍데기를 부수어라. 힘들고 어려운 일이지만 그것은 당신의 피할 수 없는 선택이고 ...",7,5,3,2018-01-21 17:13:00,0
721,zeromind(bemj****),술주정을 빙자한 불편한 합리화,3,5,3,2017-10-21 19:06:00,0
722,rock1332(minj****),너무 마음이 아프다....,10,5,3,2017-09-27 18:49:00,0
723,ShoppingProfessional(miss****),"꼭 불륜을 몰랐다 하더라도, 김민희의 퇴보된 연기, 홍상수의 예술영화 따라하기. 딱 그만큼임.. 사춘기 소년이 철부지 사랑을 자랑하려고 초현실주의 화가 그림을 따라그린 느낌? ㅋㅋ 넷플릭스로 옥자 보고나서 공짜로 본...",1,5,3,2017-07-26 18:08:00,0
724,redb****,뭐 이런 거지같은 영화가 다있지? 줄거리도없고 그냥 술먹고 꼬장부리고. 음악도 조낸 촌스럽고.  감독이랑 김민희 내용을 포장한거밖에 더 있나. 그걸 관객보고 이해하라고 강요하는듯하다,1,5,3,2017-07-20 15:04:00,0
